zip_code,po_name,zcta,county_fips,county_name,state,pop,households,hh_income,average_age,minority_pct,educ_years,poor_households_pct,poor_family_households_pct,unemployment_rate,health_ins_pct,public_transp_to_work_pct,worked_from_home_pct,hh_rented_pct,rent_to_income_pct,hh_value_to_income,pop_under_10_pct,pop_under_25_pct,pop_25_to_34_pct,pop_35_to_44_pct,pop_45_to_54_pct,pop_55_to_64_pct,pop_65_to_74_pct,pop_75_to_84_pct,pop_85_over_pct,pop_65_over_pct,white_pct,black_pct,am_indian_pct,asian_pct,hawaiian_pct,other_race_pct,pop_under_5,pop_5_9,pop_10_14,pop_15_17,pop_18_19,pop_20,pop_21,pop_22_24,pop_25_29,pop_30_34,pop_35_39,pop_40_44,pop_45_49,pop_50_54,pop_55_59,pop_60_61,pop_62_64,pop_65_66,pop_67_69,pop_70_74,pop_75_79,pop_80_84,pop_85_over,pop_race,pop_white,pop_black,pop_am_indian,pop_asian,pop_hawaiian,pop_other_race,hh_under_10k,hh_10k_15k,hh_15k_20k,hh_20k_25k,hh_25k_30k,hh_30k_35k,hh_35k_40k,hh_40k_45k,hh_45k_50k,hh_50k_60k,hh_60k_75k,hh_75k_100k,hh_100k_125k,hh_125k_150k,hh_150k_200k,hh_over_200k,hh_pov_count,hh_in_poverty,family_hh_in_poverty,nonfamily_hh_in_poverty,pop_educ,educ_none,educ_pre_k,educ_k,educ_1st,educ_2nd,educ_3rd,educ_4th,educ_5th,educ_6th,educ_7th,educ_8th,educ_9th,educ_10th,educ_11th,educ_12th,educ_hs,educ_ged,educ_col_1y,educ_col_2y,educ_assoc,educ_ba_bs,educ_ma_ms,educ_prof,educ_phd,pop_employ,labor_force,civ_labor_force,employed,unemployed,armed_forces,not_in_labor_force,pop_hins,hins_6_under,hins_6_to_18,hins_19_to_25,hins_26_to_34,hins_35_to_44,hins_45_to_54,hins_55_to_64,hins_65_to_74,hins_75_over,pop_transp,transp_car_to_work,transp_public_to_work,transp_bicycle_to_work,transp_motorcycle_to_work,transp_other_to_work,transp_taxi_to_work,transp_walked_to_work,transp_worked_from_home,hh_ownership,hh_owner_occupied,hh_rented,hh_ratio,hh_ratio_10_or_less,hh_ratio_10_15,hh_ratio_15_20,hh_ratio_20_25,hh_ratio_25_30,hh_ratio_30_35,hh_ratio_35_40,hh_ratio_40_50,hh_ratio_50_or_more,hh_ratio_na,hh_value_to_income_count,hh_value_to_income_2_or_less,hh_value_to_income_2_to_3,hh_value_to_income_3_to_4,hh_value_to_income_4_or_more,hh_value_to_income_na,resume_row_identifier
10461,Bronx,10461,36005,Bronx County,NY,52756.0,19084.0,75.66495494,39.40823793,0.548373645,12.85816626,0.161758541,0.085254664,0.084757506,0.93967862,0.449368184,0.047645837,0.662911339,0.338439355,3.453796164,0.117370536,0.284270983,0.162445978,0.130620214,0.136818561,0.119645159,0.092596103,0.048885435,0.024717568,0.166199105,0.451626355,0.096633558,0.006918644,0.113333081,0.000663432,0.33082493,2918.0,3274.0,3598.0,1640.0,713.0,507.0,957.0,1390.0,4345.0,4225.0,3610.0,3281.0,3923.0,3295.0,3225.0,1615.0,1472.0,1430.0,1490.0,1965.0,1584.0,995.0,1304.0,52756.0,23826.0,5098.0,365.0,5979.0,35.0,17453.0,1209.0,1037.0,1116.0,579.0,754.0,905.0,853.0,764.0,706.0,1489.0,1761.0,2471.0,1805.0,1167.0,1201.0,1267.0,19084.0,3087.0,1627.0,1460.0,37759.0,1356.0,0.0,7.0,129.0,47.0,163.0,108.0,610.0,595.0,172.0,580.0,494.0,895.0,791.0,1309.0,8579.0,1456.0,1987.0,4273.0,4054.0,6411.0,2709.0,372.0,662.0,42371.0,26008.0,25980.0,23778.0,2202.0,28.0,16363.0,51839.0,3529.0,7928.0,3849.0,6696.0,6298.0,6482.0,5905.0,4623.0,3402.0,23108.0,9250.0,10384.0,109.0,14.0,179.0,265.0,1806.0,1101.0,19084.0,6433.0,12651.0,12651.0,323.0,1089.0,1432.0,1268.0,988.0,1079.0,726.0,1261.0,3797.0,688.0,6433.0,798.0,592.0,1126.0,3793.0,124.0,3359
10462,Bronx,10462,36005,Bronx County,NY,78470.0,29843.0,70.59678987,36.85632089,0.806652224,12.93688061,0.175887143,0.097711356,0.093811875,0.937580726,0.565119169,0.065853383,0.777602788,0.33779296,3.076987511,0.136077482,0.31717854,0.175493819,0.142156238,0.120389958,0.112960367,0.078220976,0.040996559,0.012603543,0.131821078,0.193347776,0.256492927,0.010602778,0.148846693,0.000165668,0.390544157,5750.0,4928.0,5306.0,2670.0,1477.0,909.0,973.0,2876.0,6259.0,7512.0,5405.0,5750.0,4447.0,5000.0,4868.0,1749.0,2247.0,1814.0,1801.0,2523.0,1971.0,1246.0,989.0,78470.0,15172.0,20127.0,832.0,11680.0,13.0,30646.0,2352.0,1525.0,1574.0,1219.0,1266.0,1202.0,905.0,1050.0,1038.0,3063.0,3481.0,3720.0,2962.0,1598.0,1759.0,1129.0,29843.0,5249.0,2916.0,2333.0,53581.0,2046.0,6.0,0.0,38.0,16.0,154.0,282.0,473.0,517.0,263.0,912.0,725.0,956.0,1297.0,1908.0,12570.0,2870.0,1824.0,6483.0,5204.0,9656.0,4516.0,651.0,214.0,61594.0,39915.0,39899.0,36156.0,3743.0,16.0,21679.0,78197.0,6725.0,11945.0,6174.0,11386.0,9906.0,8814.0,8376.0,5977.0,4013.0,35412.0,10219.0,20012.0,316.0,51.0,70.0,518.0,1894.0,2332.0,29843.0,6637.0,23206.0,23206.0,593.0,1494.0,2973.0,2481.0,2532.0,1606.0,1577.0,2063.0,7039.0,848.0,6637.0,1671.0,916.0,1018.0,2961.0,71.0,3360
10463,Bronx,10463,36005,Bronx County,NY,73256.0,30201.0,80.30205953,41.46829611,0.557510648,13.81320643,0.170789047,0.085129631,0.085991953,0.955206116,0.507258973,0.088491872,0.670673157,0.331980519,2.727514309,0.118393033,0.285027848,0.126037458,0.119921918,0.132507917,0.127634596,0.116946052,0.061564923,0.030359288,0.208870263,0.442489352,0.162648793,0.011220924,0.03740308,0.000928252,0.345309599,4435.0,4238.0,4593.0,2561.0,1221.0,587.0,949.0,2296.0,4757.0,4476.0,4637.0,4148.0,4830.0,4877.0,4504.0,1856.0,2990.0,1925.0,2636.0,4006.0,2575.0,1935.0,2224.0,73256.0,32415.0,11915.0,822.0,2740.0,68.0,25296.0,2008.0,2260.0,1403.0,1482.0,1277.0,939.0,931.0,1222.0,998.0,2147.0,2596.0,3136.0,2661.0,1628.0,2652.0,2861.0,30201.0,5158.0,2571.0,2587.0,52376.0,1358.0,49.0,18.0,33.0,24.0,224.0,196.0,512.0,757.0,175.0,1010.0,830.0,956.0,1183.0,1717.0,7973.0,2006.0,1993.0,5991.0,3331.0,11198.0,7329.0,2438.0,1075.0,58730.0,35294.0,35294.0,32259.0,3035.0,0.0,23436.0,71416.0,4997.0,11328.0,4797.0,7861.0,7981.0,8936.0,8680.0,7929.0,5708.0,31065.0,9279.0,15758.0,60.0,28.0,383.0,462.0,2346.0,2749.0,30201.0,9946.0,20255.0,20255.0,791.0,1464.0,2373.0,2569.0,1807.0,1432.0,1130.0,2101.0,5891.0,697.0,9946.0,3742.0,1750.0,940.0,3352.0,162.0,3361
10464,Bronx,10464,36005,Bronx County,NY,4417.0,1958.0,116.2116956,44.50113199,0.230473172,14.70977654,0.063840654,0.02145046,0.104665314,0.94204211,0.260534662,0.06751246,0.329417773,0.327030255,3.175940439,0.112293412,0.189495132,0.178628028,0.114330994,0.206927779,0.063391442,0.105048676,0.119764546,0.022413403,0.247226624,0.769526828,0.007018338,0.0,0.019696627,0.0,0.203758207,96.0,400.0,127.0,14.0,73.0,43.0,17.0,67.0,587.0,202.0,210.0,295.0,412.0,502.0,126.0,39.0,115.0,21.0,206.0,237.0,240.0,289.0,99.0,4417.0,3399.0,31.0,0.0,87.0,0.0,900.0,49.0,19.0,16.0,52.0,132.0,84.0,38.0,0.0,80.0,101.0,134.0,101.0,223.0,164.0,379.0,386.0,1958.0,125.0,42.0,83.0,3580.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,18.0,0.0,0.0,81.0,43.0,771.0,53.0,45.0,351.0,422.0,803.0,705.0,83.0,124.0,3780.0,2465.0,2465.0,2207.0,258.0,0.0,1315.0,4417.0,193.0,517.0,335.0,505.0,470.0,801.0,248.0,464.0,628.0,2207.0,1267.0,575.0,0.0,0.0,0.0,0.0,216.0,149.0,1958.0,1313.0,645.0,645.0,75.0,18.0,62.0,36.0,75.0,94.0,38.0,0.0,230.0,17.0,1313.0,163.0,353.0,229.0,531.0,37.0,3362
10465,Bronx,10465,36005,Bronx County,NY,46205.0,16211.0,91.36681883,39.07000325,0.465360892,13.07506823,0.166491888,0.059835914,0.062733315,0.965189251,0.286054946,0.063689205,0.435753501,0.318962459,3.383499446,0.115788335,0.325938751,0.123298344,0.127367168,0.138318364,0.125549183,0.074082891,0.054907478,0.030537821,0.15952819,0.534639108,0.136413808,0.000757494,0.05880316,0.003116546,0.266269884,3289.0,2061.0,2989.0,1949.0,1609.0,943.0,632.0,1588.0,2932.0,2765.0,2715.0,3170.0,3301.0,3090.0,3385.0,921.0,1495.0,697.0,1189.0,1537.0,1471.0,1066.0,1411.0,46205.0,24703.0,6303.0,35.0,2717.0,144.0,12303.0,1379.0,978.0,553.0,790.0,453.0,491.0,324.0,409.0,451.0,678.0,1190.0,1754.0,1418.0,1396.0,2267.0,1680.0,16211.0,2699.0,970.0,1729.0,31145.0,1129.0,0.0,0.0,2.0,29.0,149.0,59.0,214.0,441.0,137.0,514.0,645.0,385.0,395.0,793.0,6884.0,1714.0,1756.0,4679.0,2394.0,5177.0,3092.0,292.0,265.0,37309.0,21990.0,21966.0,20588.0,1378.0,24.0,15319.0,45733.0,3727.0,7060.0,4729.0,4618.0,5338.0,6043.0,5694.0,3317.0,3615.0,20129.0,11677.0,5758.0,74.0,58.0,284.0,219.0,777.0,1282.0,16211.0,9147.0,7064.0,7064.0,467.0,753.0,656.0,674.0,728.0,440.0,623.0,303.0,2122.0,298.0,9147.0,1174.0,1266.0,1466.0,5124.0,117.0,3363
10466,Bronx,10466,36005,Bronx County,NY,75767.0,25014.0,75.45824338,38.06558264,0.909446065,12.9176877,0.193811466,0.103022308,0.098684917,0.915070896,0.442240158,0.044113117,0.602582554,0.334313486,3.377713532,0.112014465,0.325669487,0.149207439,0.113043937,0.143070202,0.131693217,0.08143387,0.040650943,0.015230905,0.137315718,0.090553935,0.681747991,0.006572782,0.024509351,0.000224372,0.196391569,4507.0,3980.0,5479.0,3140.0,2103.0,701.0,879.0,3886.0,6232.0,5073.0,4048.0,4517.0,5016.0,5824.0,5265.0,2042.0,2671.0,1321.0,2239.0,2610.0,1720.0,1360.0,1154.0,75767.0,6861.0,51654.0,498.0,1857.0,17.0,14880.0,2336.0,1516.0,1142.0,1256.0,777.0,1235.0,633.0,790.0,850.0,1665.0,2426.0,2921.0,2368.0,1833.0,1425.0,1841.0,25014.0,4848.0,2577.0,2271.0,51092.0,1253.0,54.0,25.0,0.0,42.0,123.0,112.0,307.0,617.0,192.0,970.0,1228.0,974.0,1434.0,2788.0,12722.0,3272.0,1957.0,6193.0,4320.0,7841.0,3903.0,442.0,323.0,60893.0,37271.0,37260.0,33583.0,3677.0,11.0,23622.0,75251.0,4989.0,12121.0,7266.0,8367.0,7402.0,9566.0,9172.0,5910.0,4067.0,32462.0,14642.0,14356.0,208.0,25.0,293.0,360.0,1146.0,1432.0,25014.0,9941.0,15073.0,15073.0,445.0,1231.0,1371.0,1671.0,1856.0,1059.0,1169.0,1152.0,4372.0,747.0,9941.0,1406.0,1372.0,1123.0,5957.0,83.0,3364
10467,Bronx,10467,36005,Bronx County,NY,102209.0,38175.0,56.69973805,35.78393781,0.787406197,12.23826575,0.258153242,0.126836935,0.1165402,0.918737055,0.585812576,0.050583751,0.861637197,0.353020076,3.087971788,0.145212261,0.344226047,0.16260799,0.134997896,0.123198544,0.118287039,0.070414543,0.031161639,0.015106302,0.116682484,0.212593803,0.325098573,0.011437349,0.063673453,0.00065552,0.386541303,7275.0,7567.0,7573.0,3722.0,2532.0,1254.0,915.0,4345.0,8920.0,7700.0,7066.0,6732.0,6640.0,5952.0,7105.0,1977.0,3008.0,2259.0,1932.0,3006.0,1908.0,1277.0,1544.0,102209.0,21729.0,33228.0,1169.0,6508.0,67.0,39508.0,4165.0,3597.0,2247.0,2249.0,1880.0,2017.0,1949.0,2075.0,1173.0,2773.0,3864.0,4074.0,2310.0,1486.0,1442.0,874.0,38175.0,9855.0,4842.0,5013.0,67026.0,3479.0,43.0,49.0,114.0,136.0,325.0,438.0,560.0,1249.0,438.0,1352.0,1461.0,1701.0,2688.0,2796.0,14706.0,4463.0,2887.0,9048.0,5361.0,8229.0,4314.0,795.0,394.0,78581.0,48929.0,48893.0,43195.0,5698.0,36.0,29652.0,100907.0,8641.0,18301.0,8638.0,12288.0,11466.0,11214.0,11322.0,6703.0,4134.0,41713.0,11009.0,24436.0,133.0,0.0,247.0,453.0,3325.0,2110.0,38175.0,5282.0,32893.0,32893.0,530.0,2045.0,3673.0,3117.0,3106.0,2816.0,1872.0,2903.0,11419.0,1412.0,5282.0,1474.0,585.0,444.0,2743.0,36.0,3365
10468,Bronx,10468,36005,Bronx County,NY,82480.0,27795.0,52.43667926,34.97157493,0.866452473,11.80434701,0.303615758,0.167008455,0.114741466,0.903100918,0.666881266,0.069376744,0.920489297,0.365014265,2.914932127,0.154316198,0.356001455,0.168768186,0.132529098,0.117119302,0.115531038,0.062463628,0.034541707,0.013045587,0.110050921,0.133547527,0.223496605,0.015264306,0.026248788,0.003758487,0.597684287,7336.0,5392.0,5943.0,3434.0,2161.0,664.0,948.0,3485.0,7434.0,6486.0,5791.0,5140.0,5334.0,4326.0,5255.0,2242.0,2032.0,1565.0,1643.0,1944.0,1385.0,1464.0,1076.0,82480.0,11015.0,18434.0,1259.0,2165.0,310.0,49297.0,4206.0,1866.0,1630.0,2140.0,1379.0,1246.0,1393.0,1301.0,1196.0,2389.0,2262.0,3063.0,1542.0,1159.0,443.0,580.0,27795.0,8439.0,4642.0,3797.0,53117.0,2128.0,31.0,0.0,200.0,405.0,658.0,353.0,542.0,1354.0,550.0,1786.0,1484.0,1722.0,1916.0,2245.0,13236.0,2400.0,2286.0,7904.0,3986.0,5329.0,1906.0,504.0,192.0,62548.0,39013.0,38931.0,34464.0,4467.0,82.0,23535.0,81621.0,8474.0,14225.0,6476.0,10512.0,8840.0,8178.0,8691.0,4761.0,3555.0,32619.0,5256.0,21753.0,242.0,0.0,279.0,285.0,2541.0,2263.0,27795.0,2210.0,25585.0,25585.0,447.0,1391.0,2457.0,2285.0,2021.0,2315.0,1432.0,2467.0,9720.0,1050.0,2210.0,810.0,202.0,140.0,1058.0,0.0,3366
10469,Bronx,10469,36005,Bronx County,NY,75290.0,23517.0,81.98228941,40.24287422,0.842767964,13.13940364,0.171918187,0.090147553,0.08497129,0.947720298,0.395789671,0.034971379,0.50210486,0.358495212,3.439124428,0.10336034,0.306906628,0.142409351,0.113494488,0.122539514,0.137614557,0.087275867,0.056368708,0.033390889,0.177035463,0.157232036,0.567645106,0.001886041,0.054934254,0.00013282,0.218169744,4304.0,3478.0,5115.0,3530.0,1713.0,1002.0,691.0,3274.0,5186.0,5536.0,3485.0,5060.0,4087.0,5139.0,5341.0,2472.0,2548.0,1228.0,2731.0,2612.0,2327.0,1917.0,2514.0,75290.0,11838.0,42738.0,142.0,4136.0,10.0,16426.0,2033.0,918.0,1022.0,1072.0,954.0,807.0,773.0,990.0,449.0,1283.0,2051.0,3273.0,2364.0,1526.0,2185.0,1817.0,23517.0,4043.0,2120.0,1923.0,52183.0,1313.0,0.0,19.0,111.0,78.0,173.0,71.0,159.0,420.0,272.0,1253.0,961.0,701.0,1054.0,2436.0,12705.0,2004.0,2042.0,7802.0,4605.0,8874.0,3689.0,1055.0,386.0,61509.0,36282.0,36224.0,33146.0,3078.0,58.0,25227.0,72992.0,5108.0,11824.0,6540.0,8535.0,7989.0,8427.0,9377.0,5868.0,5508.0,31969.0,16035.0,12653.0,4.0,3.0,216.0,489.0,1451.0,1118.0,23517.0,11709.0,11808.0,11808.0,317.0,592.0,935.0,1365.0,855.0,879.0,856.0,1090.0,4076.0,843.0,11709.0,1232.0,1636.0,1923.0,6790.0,128.0,3367
10470,Bronx,10470,36005,Bronx County,NY,16446.0,6412.0,86.60714286,40.63383193,0.561352305,13.51411661,0.106674984,0.042264504,0.051154569,0.92625099,0.459740889,0.076401501,0.638646288,0.324420464,2.975764192,0.104341481,0.239754348,0.186671531,0.151282987,0.131095707,0.128420285,0.086890429,0.059284933,0.016599781,0.162775143,0.438647695,0.373525477,0.004013134,0.033990028,0.0,0.149823665,1156.0,560.0,478.0,455.0,195.0,202.0,134.0,763.0,1735.0,1335.0,1328.0,1160.0,738.0,1418.0,1164.0,231.0,717.0,295.0,479.0,655.0,576.0,399.0,273.0,16446.0,7214.0,6143.0,66.0,559.0,0.0,2464.0,329.0,206.0,83.0,269.0,322.0,272.0,126.0,212.0,186.0,745.0,723.0,773.0,509.0,465.0,520.0,672.0,6412.0,684.0,271.0,413.0,12503.0,324.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,50.0,84.0,178.0,86.0,170.0,517.0,561.0,2673.0,582.0,844.0,1185.0,740.0,3289.0,1043.0,105.0,65.0,14204.0,9051.0,9051.0,8588.0,463.0,0.0,5153.0,16407.0,1293.0,1287.0,1379.0,2377.0,2229.0,1925.0,2058.0,1416.0,1233.0,8259.0,3241.0,3797.0,0.0,0.0,108.0,202.0,280.0,631.0,6412.0,2317.0,4095.0,4095.0,116.0,357.0,273.0,587.0,306.0,544.0,309.0,401.0,860.0,342.0,2317.0,556.0,531.0,318.0,885.0,27.0,3368
10471,Bronx,10471,36005,Bronx County,NY,23387.0,9015.0,103.9625624,45.1259888,0.372044298,15.15801844,0.073100388,0.018080976,0.063892035,0.966204783,0.367695473,0.140740741,0.462562396,0.297409743,2.868628264,0.081541027,0.290503271,0.083550691,0.118228075,0.097233506,0.125155001,0.132210202,0.086885877,0.066233378,0.285329457,0.627955702,0.105015607,0.003634498,0.043998803,0.0,0.219395391,1124.0,783.0,1225.0,989.0,1078.0,534.0,359.0,702.0,835.0,1119.0,1356.0,1409.0,1009.0,1265.0,1510.0,524.0,893.0,533.0,1056.0,1503.0,1079.0,953.0,1549.0,23387.0,14686.0,2456.0,85.0,1029.0,0.0,5131.0,470.0,159.0,176.0,233.0,310.0,178.0,232.0,446.0,116.0,582.0,570.0,1111.0,1082.0,832.0,1141.0,1377.0,9015.0,659.0,163.0,496.0,16593.0,169.0,0.0,0.0,17.0,0.0,39.0,25.0,42.0,111.0,44.0,121.0,123.0,97.0,209.0,318.0,2227.0,380.0,849.0,1546.0,848.0,4242.0,3120.0,1087.0,979.0,19991.0,10596.0,10596.0,9919.0,677.0,0.0,9395.0,21867.0,1230.0,3235.0,2241.0,1678.0,2597.0,2116.0,2665.0,2791.0,2575.0,9720.0,3931.0,3574.0,57.0,0.0,146.0,35.0,609.0,1368.0,9015.0,4845.0,4170.0,4170.0,226.0,550.0,481.0,569.0,342.0,391.0,246.0,448.0,791.0,126.0,4845.0,1557.0,884.0,483.0,1902.0,19.0,3369
10472,Bronx,10472,36005,Bronx County,NY,66720.0,21876.0,53.96656153,35.1357464,0.908108513,11.13068195,0.321128177,0.188197111,0.113492728,0.875400322,0.59549762,0.050896472,0.845904187,0.352417881,3.415421399,0.15308753,0.369889089,0.162485012,0.123606115,0.113953837,0.106055156,0.071043165,0.038219424,0.014748201,0.124010791,0.091891487,0.278327338,0.009697242,0.087634892,0.000554556,0.531894484,5335.0,4879.0,4833.0,2972.0,1597.0,987.0,1029.0,3047.0,5967.0,4874.0,4488.0,3759.0,3787.0,3816.0,3780.0,1368.0,1928.0,1142.0,1454.0,2144.0,1386.0,1164.0,984.0,66720.0,6131.0,18570.0,647.0,5847.0,37.0,35488.0,3556.0,1932.0,1495.0,1520.0,940.0,1140.0,1153.0,846.0,852.0,1297.0,1851.0,1761.0,1155.0,878.0,748.0,752.0,21876.0,7025.0,4117.0,2908.0,42041.0,3354.0,0.0,12.0,127.0,437.0,485.0,435.0,758.0,1022.0,475.0,1069.0,1078.0,1508.0,1267.0,1593.0,10390.0,2504.0,1507.0,4716.0,3163.0,4491.0,1372.0,204.0,74.0,50778.0,26270.0,26266.0,23285.0,2981.0,4.0,24508.0,66509.0,6249.0,11864.0,6118.0,7190.0,6188.0,6415.0,6357.0,4497.0,3344.0,22477.0,5946.0,13385.0,66.0,0.0,194.0,257.0,1485.0,1144.0,21876.0,3371.0,18505.0,18505.0,645.0,1167.0,1694.0,1251.0,1444.0,1746.0,1362.0,1588.0,6060.0,1548.0,3371.0,465.0,428.0,303.0,2150.0,25.0,3370
10473,Bronx,10473,36005,Bronx County,NY,60296.0,22362.0,64.28472409,38.79760681,0.758259254,12.39132965,0.24197299,0.127895537,0.092999585,0.945757626,0.475101626,0.038998984,0.70530364,0.305515961,3.284444101,0.124054664,0.330320419,0.138533236,0.110338994,0.127620406,0.127570651,0.09010548,0.055327053,0.02018376,0.165616293,0.241740746,0.374983415,0.007131485,0.016319491,0.0,0.359824864,3854.0,3626.0,4003.0,2656.0,1322.0,756.0,969.0,2731.0,4652.0,3701.0,3092.0,3561.0,3624.0,4071.0,3597.0,1775.0,2320.0,1254.0,1804.0,2375.0,1890.0,1446.0,1217.0,60296.0,14576.0,22610.0,430.0,984.0,0.0,21696.0,2399.0,1938.0,1336.0,1196.0,852.0,977.0,1127.0,950.0,770.0,1307.0,1750.0,2613.0,2023.0,1170.0,1097.0,857.0,22362.0,5411.0,2860.0,2551.0,40379.0,1885.0,109.0,22.0,5.0,137.0,116.0,286.0,234.0,250.0,159.0,1094.0,1312.0,1742.0,1364.0,1373.0,7978.0,1660.0,2673.0,5713.0,3639.0,5370.0,2773.0,352.0,133.0,48244.0,26606.0,26527.0,24060.0,2467.0,79.0,21638.0,59990.0,4734.0,9822.0,5526.0,6717.0,6051.0,7122.0,7134.0,5328.0,4302.0,23616.0,9689.0,11220.0,12.0,0.0,138.0,364.0,1272.0,921.0,22362.0,6590.0,15772.0,15772.0,1017.0,1082.0,1359.0,2253.0,1703.0,2353.0,987.0,1264.0,2925.0,829.0,6590.0,1140.0,951.0,702.0,3674.0,123.0,3371
10474,Bronx,10474,36005,Bronx County,NY,11312.0,3649.0,50.62893944,32.19094767,0.884635785,11.94642046,0.393532475,0.24965744,0.158520761,0.923258004,0.638940893,0.02915218,0.91011236,0.362355694,2.838414634,0.187234795,0.415929986,0.15779703,0.154349364,0.092998586,0.093352192,0.051007779,0.024398868,0.010166195,0.085572843,0.115364215,0.362358557,0.008928571,0.003536068,0.0,0.509812588,940.0,1178.0,863.0,457.0,238.0,288.0,252.0,489.0,822.0,963.0,716.0,1030.0,621.0,431.0,583.0,183.0,290.0,41.0,190.0,346.0,117.0,159.0,115.0,11312.0,1305.0,4099.0,101.0,40.0,0.0,5767.0,532.0,508.0,378.0,216.0,116.0,132.0,192.0,185.0,258.0,165.0,283.0,130.0,94.0,130.0,262.0,68.0,3649.0,1436.0,911.0,525.0,6607.0,302.0,0.0,0.0,0.0,13.0,40.0,38.0,46.0,135.0,99.0,114.0,182.0,198.0,304.0,181.0,1822.0,529.0,352.0,800.0,513.0,563.0,341.0,0.0,35.0,8145.0,4624.0,4624.0,3891.0,733.0,0.0,3521.0,10620.0,1287.0,2165.0,917.0,1233.0,1306.0,942.0,997.0,567.0,391.0,3739.0,792.0,2389.0,22.0,0.0,27.0,15.0,385.0,109.0,3649.0,328.0,3321.0,3321.0,196.0,258.0,134.0,244.0,305.0,240.0,143.0,341.0,1344.0,116.0,328.0,121.0,23.0,88.0,96.0,0.0,3372
10475,Bronx,10475,36005,Bronx County,NY,44509.0,18608.0,66.08434544,44.26118313,0.882495675,13.31898051,0.118228719,0.047076526,0.079035821,0.936649396,0.529000054,0.067494981,0.587650473,0.29716999,2.089333333,0.10236132,0.250713339,0.123053764,0.11498798,0.12471635,0.141521939,0.138129367,0.079714215,0.027163046,0.245006628,0.117504325,0.630658968,0.004650745,0.022467366,0.0,0.224718596,2314.0,2242.0,1682.0,1130.0,631.0,512.0,819.0,1829.0,2892.0,2585.0,2422.0,2696.0,2280.0,3271.0,2974.0,1221.0,2104.0,993.0,1697.0,3458.0,2002.0,1546.0,1209.0,44509.0,5230.0,28070.0,207.0,1000.0,0.0,10002.0,849.0,974.0,1208.0,911.0,1205.0,707.0,1142.0,1057.0,589.0,1416.0,2148.0,2278.0,1911.0,953.0,796.0,464.0,18608.0,2200.0,876.0,1324.0,33350.0,531.0,0.0,0.0,0.0,86.0,8.0,46.0,21.0,215.0,97.0,557.0,618.0,404.0,573.0,1481.0,8226.0,1750.0,2572.0,4010.0,3537.0,5536.0,2656.0,165.0,261.0,37701.0,20826.0,20826.0,19180.0,1646.0,0.0,16875.0,43425.0,2522.0,4823.0,4033.0,3947.0,4595.0,4881.0,5841.0,5826.0,4206.0,18431.0,5742.0,9750.0,0.0,0.0,17.0,91.0,1587.0,1244.0,18608.0,7673.0,10935.0,10935.0,282.0,1376.0,1706.0,1202.0,979.0,1482.0,617.0,1238.0,1701.0,352.0,7673.0,5359.0,537.0,254.0,1350.0,173.0,3373
